,orig,dest,distance,duration
488,Assens,Albertslund,178664,7676
489,Assens,Allerød,213726.7,9350.8
490,Assens,Assens,0,0
491,Assens,Ballerup,184289.3,7957.5
492,Assens,Billund,105850.1,5755.4
493,Assens,Bornholm,360816.8,17922.2
494,Assens,Brønderslev,296087.6,12287.5
495,Assens,Dragør,191678.2,8398.4
496,Assens,Egedal,181609.9,7796
497,Assens,Esbjerg,107597.4,5359.8
498,Assens,Faaborg-Midtfyn,1184.3,163.6
499,Assens,Fanø,148401.1,7535.5
500,Assens,Favrskov,144673.6,6898.3
501,Assens,Faxe,159694.4,6991
502,Assens,Fredensborg,217169,9503.8
503,Assens,Fredericia,57561.4,3358.2
504,Assens,Frederiksberg,183713.2,8142
505,Assens,Frederikshavn,334659.9,13803.8
506,Assens,Frederikssund,172330.4,8890.1
507,Assens,Furesø,187244.8,8227.2
508,Assens,Gentofte,198097.6,8667.9
509,Assens,Gladsaxe,191195.3,8300.2
510,Assens,Glostrup,178664,7676
511,Assens,Greve,158936.2,6901.7
512,Assens,Gribskov,229864.4,10093.5
513,Assens,Guldborgsund,194459.9,9616.3
514,Assens,Haderslev,103928.9,5185.6
515,Assens,Halsnæs,186782.6,10478.3
516,Assens,Hedensted,78329.1,4206.2
517,Assens,Helsingør,217169,9503.8
518,Assens,Herlev,182218.6,7827.7
519,Assens,Herning,170522.3,7518.1
520,Assens,Hillerød,185052.9,9558.7
521,Assens,Hjørring,309747.3,12659.2
522,Assens,Holbæk,134641.9,6771.1
523,Assens,Holstebro,195335,8439.9
524,Assens,Horsens,105520.8,5261.1
525,Assens,Hvidovre,178165.7,7691.7
526,Assens,Høje-Taastrup,173858,7529.9
527,Assens,Hørsholm,210467.8,9114.7
528,Assens,Ikast-Brande,150672.7,6717.1
529,Assens,Ishøj,171428.7,7553.6
530,Assens,Jammerbugt,281220.3,12709.1
531,Assens,Kalundborg,129246.1,6701.1
532,Assens,Kerteminde,38799.1,2417.5
533,Assens,Kolding,89288.6,4628.4
534,Assens,København,185798.4,8314.6
535,Assens,Køge,148286.4,6567.5
536,Assens,Langeland,67635.2,3994.6
537,Assens,Lejre,136912.8,6647.7
538,Assens,Lemvig,243225.4,11274.1
539,Assens,Lolland,206389.1,10264.9
540,Assens,Lyngby-Taarbæk,198081,8673
541,Assens,Læsø,335670.8,14043.6
542,Assens,Mariagerfjord,176361.4,8067.2
543,Assens,Middelfart,33869.4,2488.9
544,Assens,Morsø,234505.5,11312.8
